loss,accuracy,iou_score,f1-score,precision,recall,val_loss,val_accuracy,val_iou_score,val_f1-score,val_precision,val_recall
0.8240510821342468,0.4207957983016968,0.17588967084884644,0.2986089885234833,0.1967724859714508,0.6288328170776367,0.8325591087341309,0.260885626077652,0.16632702946662903,0.2849422097206116,0.19727499783039093,0.5168514251708984
0.8037949204444885,0.47956982254981995,0.19594809412956238,0.32722750306129456,0.21495166420936584,0.6928929090499878,0.8331648707389832,0.47835779190063477,0.16768404841423035,0.2870311439037323,0.20200911164283752,0.49814367294311523
0.7852054834365845,0.551486074924469,0.21368588507175446,0.35125336050987244,0.2326173335313797,0.731001079082489,0.8489567637443542,0.7922778725624084,0.14814671874046326,0.2575451731681824,0.19458767771720886,0.38819271326065063
0.7632825970649719,0.6093053817749023,0.23550935089588165,0.38025450706481934,0.2554452419281006,0.756508469581604,0.8749925494194031,0.7993366718292236,0.12569117546081543,0.2232464849948883,0.20183472335338593,0.25078365206718445
0.7391276955604553,0.6510360836982727,0.2614787518978119,0.41406336426734924,0.28278517723083496,0.7794097661972046,0.9034513235092163,0.7955142855644226,0.09656478464603424,0.17606285214424133,0.20476408302783966,0.15562166273593903
0.7170788049697876,0.6837531924247742,0.28089866042137146,0.4379699230194092,0.30332452058792114,0.7947242856025696,0.9262555241584778,0.7994571924209595,0.07380995154380798,0.1374501883983612,0.2013252228498459,0.10504449903964996
0.6935670375823975,0.7109055519104004,0.3075408935546875,0.4691469371318817,0.3318973481655121,0.8137243986129761,0.9410074353218079,0.8015760779380798,0.058968186378479004,0.1113649383187294,0.19801461696624756,0.07763976603746414
0.6625083088874817,0.7421501278877258,0.33664122223854065,0.5023598074913025,0.3613579571247101,0.8346593976020813,0.9515699744224548,0.7822466492652893,0.048312731087207794,0.09216903895139694,0.21724462509155273,0.05857595056295395
0.628629744052887,0.7697650194168091,0.3728993833065033,0.5415282845497131,0.4001321792602539,0.8498077392578125,0.9620220065116882,0.810218334197998,0.03793101757764816,0.07308659702539444,0.19221220910549164,0.045293450355529785
0.5972586870193481,0.7970501184463501,0.40315309166908264,0.5729437470436096,0.4310552179813385,0.865997314453125,0.9668263792991638,0.7941204309463501,0.03317866101861,0.06422178447246552,0.21469923853874207,0.03783605620265007
0.5665369629859924,0.8204408884048462,0.4317701756954193,0.6013508439064026,0.46273311972618103,0.8711978793144226,0.9683210849761963,0.8025066256523132,0.032124824821949005,0.06221288442611694,0.2241784632205963,0.036252185702323914
0.5220447778701782,0.8485329151153564,0.47628629207611084,0.6433791518211365,0.5089051723480225,0.8821930289268494,0.9549791216850281,0.8001852035522461,0.04585587605834007,0.087538942694664,0.2800770103931427,0.05204518884420395
0.4850960671901703,0.8697952628135681,0.5150747299194336,0.6771499514579773,0.5538780093193054,0.8787573575973511,0.9500421285629272,0.7963611483573914,0.050020866096019745,0.09498368203639984,0.3207605481147766,0.055870890617370605
0.45832985639572144,0.8841717839241028,0.5386509299278259,0.69571852684021,0.5837486386299133,0.8729876279830933,0.898933470249176,0.7997354865074158,0.10556943714618683,0.18967880308628082,0.418128103017807,0.12407807260751724
0.41430845856666565,0.9011788964271545,0.585364043712616,0.7357842326164246,0.6355603337287903,0.8793079853057861,0.8818585872650146,0.8077117204666138,0.11798083782196045,0.20981474220752716,0.42109790444374084,0.1408608853816986
0.3835533559322357,0.9122985005378723,0.6143819689750671,0.7580596804618835,0.6688472032546997,0.8780611157417297,0.8312371969223022,0.8028871417045593,0.17252406477928162,0.2924778163433075,0.4627872109413147,0.21597397327423096
0.3639228940010071,0.9192613959312439,0.6370136737823486,0.7746691703796387,0.6998124122619629,0.8724288940429688,0.8309770226478577,0.8102606534957886,0.16815218329429626,0.2834092974662781,0.46214771270751953,0.20771297812461853
0.34180977940559387,0.9259703755378723,0.6590926051139832,0.7915377020835876,0.7250046133995056,0.8755647540092468,0.7435984015464783,0.8050925731658936,0.2551659345626831,0.40283042192459106,0.49526530504226685,0.3435717225074768
0.3237265646457672,0.9329403042793274,0.6754496693611145,0.8023616671562195,0.7480463981628418,0.8691838979721069,0.7108621597290039,0.8174496293067932,0.286138117313385,0.4399449825286865,0.5157742500305176,0.38985729217529297
0.3050653040409088,0.9368516802787781,0.6931599378585815,0.8153315186500549,0.7675178647041321,0.873210608959198,0.622709333896637,0.8464489579200745,0.37199923396110535,0.5410946607589722,0.6194905042648315,0.48589420318603516
0.3052281141281128,0.9371291995048523,0.6906145811080933,0.8106716275215149,0.7713816165924072,0.8599610328674316,0.6271941065788269,0.8443279266357422,0.38266462087631226,0.5431830286979675,0.5887205004692078,0.5104464292526245
0.2898438572883606,0.941315233707428,0.7029925584793091,0.8188412189483643,0.7820418477058411,0.8662370443344116,0.5697230100631714,0.851901650428772,0.43244999647140503,0.5972268581390381,0.623720109462738,0.5754672288894653
0.27033016085624695,0.9454001188278198,0.7296642065048218,0.8391746878623962,0.811690628528595,0.8719441294670105,0.5024053454399109,0.8676967024803162,0.5013614296913147,0.6604357957839966,0.6290481686592102,0.6975547075271606
0.26982396841049194,0.9449384212493896,0.7299990653991699,0.8391977548599243,0.8120344281196594,0.872933030128479,0.5029798746109009,0.8720248341560364,0.4982842803001404,0.6545379757881165,0.6479225158691406,0.6641137003898621
0.26148220896720886,0.9469234943389893,0.7352370023727417,0.8422649502754211,0.8140909075737,0.8781327605247498,0.3939061462879181,0.8899156451225281,0.604655385017395,0.7533049583435059,0.654613196849823,0.88800448179245
0.2620628774166107,0.9462459087371826,0.7390758395195007,0.8456332683563232,0.8210790753364563,0.8751136660575867,0.4156278669834137,0.8790472149848938,0.5912131071090698,0.733556866645813,0.6488615274429321,0.845617413520813
0.24821297824382782,0.9495940208435059,0.7505167722702026,0.852294921875,0.8279093503952026,0.8817614316940308,0.36537444591522217,0.9056938290596008,0.6375482082366943,0.7650538682937622,0.7099361419677734,0.8307306170463562
0.2466500997543335,0.9504963159561157,0.7508595585823059,0.8524378538131714,0.8347201347351074,0.8743560910224915,0.34552738070487976,0.9152444005012512,0.6597815752029419,0.7820541262626648,0.7534993290901184,0.8136658668518066
0.23820005357265472,0.9513738751411438,0.762238085269928,0.8603756427764893,0.8419266939163208,0.8825488686561584,0.367904931306839,0.8956953883171082,0.6367797255516052,0.7679787874221802,0.6991024017333984,0.8533156514167786
0.23496201634407043,0.9511661529541016,0.7619219422340393,0.860561192035675,0.8400469422340393,0.8843523263931274,0.28413689136505127,0.9347459673881531,0.7101644277572632,0.8300137519836426,0.7715389728546143,0.8993075489997864
0.23892834782600403,0.9515785574913025,0.7617847919464111,0.8598437309265137,0.8420535922050476,0.8816449046134949,0.3606688976287842,0.9089279770851135,0.6471370458602905,0.7711242437362671,0.7485622763633728,0.7965753674507141
0.22755715250968933,0.9527191519737244,0.7732746005058289,0.8678003549575806,0.8503048419952393,0.8879084587097168,0.3123088479042053,0.9093418121337891,0.6933478713035583,0.8043504953384399,0.7489937543869019,0.8698676824569702
0.224466472864151,0.9552465677261353,0.7750893831253052,0.8689268231391907,0.8527623414993286,0.8877961039543152,0.28839412331581116,0.9243432879447937,0.7172273397445679,0.8193327784538269,0.7742874622344971,0.8705774545669556
0.2224113792181015,0.9542649388313293,0.7780530452728271,0.8697773814201355,0.8537879586219788,0.8883759379386902,0.29147589206695557,0.9259138107299805,0.7136674523353577,0.8146253824234009,0.7879277467727661,0.8440729975700378
0.21965894103050232,0.9551407098770142,0.779411256313324,0.8705372214317322,0.8575860857963562,0.8856456875801086,0.3040006458759308,0.9192306399345398,0.686027467250824,0.8099009394645691,0.728552520275116,0.9192895889282227
0.2203112244606018,0.9547149538993835,0.778354287147522,0.870569109916687,0.8559516072273254,0.8871957659721375,0.36865776777267456,0.9024025201797485,0.6349275708198547,0.7598161697387695,0.7141094207763672,0.8129271268844604
0.22282150387763977,0.9539012312889099,0.7772567868232727,0.8693734407424927,0.8543950319290161,0.886910080909729,0.3196810781955719,0.9146555066108704,0.6836276650428772,0.7932098507881165,0.7298858761787415,0.8695363998413086
0.21589240431785583,0.9548757076263428,0.7834651470184326,0.8738672137260437,0.8623450398445129,0.8875343203544617,0.28812044858932495,0.9293725490570068,0.7143284678459167,0.8139749765396118,0.7877827882766724,0.8431851267814636
0.21563763916492462,0.954473614692688,0.7854741811752319,0.8753637075424194,0.8626731038093567,0.8907842040061951,0.3014357089996338,0.9175703525543213,0.7034674286842346,0.8104795217514038,0.7642542719841003,0.8636380434036255
